GeoFips,GeoName,LineCode,Description,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
48491,"Williamson, TX",3,Per capita personal income (dollars) 2/,36963,37874,36299,36912,38308,38656,39067,41429,44036,44679
