GeoFips,GeoName,LineCode,Description,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
48209,"Hays, TX",3,Per capita personal income (dollars) 2/,32263,33820,32113,32530,34444,33792,34075,36194,38448,38912
