GeoFips,GeoName,LineCode,Description,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
48453,"Travis, TX",3,Per capita personal income (dollars) 2/,42972,45947,42529,43924,47750,52582,52938,56090,58221,58700
