"CA1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","LineCode","Description","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"48491","Williamson, TX","1","Personal income (thousands of dollars)",13813883,14976585,14911613,15739917,16942797,17640555,18393388,20264937,22372934,23622346
"48491","Williamson, TX","2","Population (persons) 1/",373723,395437,410800,426415,442278,456352,470822,489143,508059,528718
"48491","Williamson, TX","3","Per capita personal income (dollars) 2/",36963,37874,36299,36912,38308,38656,39067,41429,44036,44679
"Legend / Footnotes:"
"1/ Census Bureau midyear population estimates. Estimates for 2010-2016 reflect county population estimates available as of March 2017."
"2/ Per capita personal income was computed using Census Bureau midyear population estimates. Estimates for 2010-2016 reflect county population estimates available as of March 2017."
"Note-- All dollar estimates are in current dollars (not adjusted for inflation)."
"Last updated: November 16, 2017-- new estimates for 2016; revised estimates for 2010-2015."
